facility_id,callsign,frequency_khz,lat,lon,state,country,city,erp_kw,service_code
MX_493087,XEJX1,1250.0,20.599,-100.438944,QE,MX,QUERETARO,1.0,AM
MX_1625270,XETF,1250.0,19.1525,-96.158611,VC,MX,VERACRUZ,1.0,AM
BL-11477,WYDE,1260.0,33.524833,-86.786111,AL,US,BIRMINGHAM,5.0,AM
BL-11159,KCCB,1260.0,36.400056,-90.584833,AR,US,CORNING,1.0,AM
BL-20121211ACR,KBSZ,1260.0,33.382278,-111.536528,AZ,US,APACHE JUNCTION,4.5,AM
BML-20201014ABN,KSFB,1260.0,37.716056,-122.394972,CA,US,SAN FRANCISCO,5.0,AM
BML-20100810ABZ,KMZT,1260.0,34.249167,-118.454806,CA,US,BEVERLY HILLS,20.0,AM
0000222809,WSHU,1260.0,41.128167,-73.390111,CT,US,WESTPORT,0.688,AM
BML-20201014ABC,WQOF,1260.0,38.999833,-77.057194,DC,US,WASHINGTON,35.0,AM
BMML-20140530AUK,WSUA,1260.0,25.773167,-80.420889,FL,US,MIAMI,50.0,AM
BL-20090107AKZ,WIYD,1260.0,29.652194,-81.592028,FL,US,PALATKA,0.4,AM
0000233696,WFTW,1260.0,30.413806,-86.627722,FL,US,FORT WALTON BEACH,2.5,AM
BML-20060427AFI,WUFE,1260.0,31.799361,-82.411806,GA,US,BAXLEY,5.0,AM
BL-20180522ABA,WMDG,1260.0,33.6965,-84.474639,GA,US,EAST POINT,5.1,AM
BML-20060919AFH,KDLF,1260.0,42.048583,-93.898556,IA,US,BOONE,5.0,AM
BML-20180716ABV,KKOO,1260.0,44.062111,-116.907111,ID,US,WEISER,8.4,AM
BL-10806,KNBL,1260.0,43.52075,-111.993306,ID,US,IDAHO FALLS,5.0,AM
BML-20201014ABG,WSDZ,1260.0,38.458667,-89.9615,IL,US,BELLEVILLE,20.0,AM
BL-12807,WNDE,1260.0,39.865028,-86.061917,IN,US,INDIANAPOLIS,5.0,AM
BML-20180419ADL,KBRH,1260.0,30.46075,-91.243722,LA,US,BATON ROUGE,5.0,AM
BL-20000929BGG,WBIX,1260.0,42.274556,-71.041722,MA,US,BOSTON,5.0,AM
BMML-20191205AAQ,WPNW,1260.0,42.73225,-86.101694,MI,US,ZEELAND,10.0,AM
0000277998,KROX,1260.0,47.79775,-96.587556,MN,US,CROOKSTON,1.0,AM
BL-5127,KDUZ,1260.0,44.906639,-94.366639,MN,US,HUTCHINSON,1.0,AM
BL-7980,KSGF,1260.0,37.264222,-93.317972,MO,US,SPRINGFIELD,5.0,AM
BL-20141211ACI,WGVM,1260.0,33.422333,-91.028167,MS,US,GREENVILLE,1.0,AM
BL-10324,WKXR,1260.0,35.724028,-79.805583,NC,US,ASHEBORO,5.0,AM
BL-20201109ABJ,WZBO,1260.0,36.079611,-76.599667,NC,US,EDENTON,1.0,AM
BMML-20150925ABT,WFJS,1260.0,40.265667,-74.757111,NJ,US,TRENTON,5.9,AM
BL-19920813AE,KTRC,1260.0,35.68225,-105.973083,NM,US,SANTA FE,5.0,AM
BL-19840621AF,WSKO,1260.0,43.025611,-76.064917,NY,US,SYRACUSE,5.0,AM
BL-19890103AD,WBNR,1260.0,41.492306,-73.978194,NY,US,BEACON,1.0,AM
BL-19970923KB,WCCR,1260.0,41.286167,-81.642611,OH,US,CLEVELAND,10.0,AM
0000287592,WNXT,1260.0,38.722639,-83.001417,OH,US,PORTSMOUTH,0.25,AM
BL-7357,KWSH,1260.0,35.169528,-96.541944,OK,US,WEWOKA,1.0,AM
BMML-20150522AGT,KLYC,1260.0,45.234278,-123.133722,OR,US,MCMINNVILLE,1.0,AM
BZ-20230221AAE,WRIE,1260.0,42.055056,-80.039778,PA,US,ERIE,5.0,AM
BL-13412,WRIE,1260.0,42.055056,-80.039778,PA,US,ERIE,5.0,AM
BL-9927,WLGJ,1260.0,40.894222,-78.197222,PA,US,PHILIPSBURG,5.0,AM
BL-20181003AKD,WVOZ,1260.0,17.987489,-66.619358,PR,US,PONCE,2.3,AM
BL-19890925AD,WPJF,1260.0,34.908444,-82.344556,SC,US,GREENVILLE,5.0,AM
BL-20210315AAG,KWYR,1260.0,43.385556,-99.910944,SD,US,WINNER,5.0,AM
BML-20041018ADP,WNOO,1260.0,35.052306,-85.272722,TN,US,CHATTANOOGA,5.0,AM
BL-19850125AA,WDKN,1260.0,36.108667,-87.370556,TN,US,DICKSON,5.0,AM
BL-5306,WMCH,1260.0,36.520944,-82.748222,TN,US,CHURCH HILL,1.0,AM
BL-20030107ABI,KSML,1260.0,31.364917,-94.719083,TX,US,DIBOLL,4.5,AM
BL-19860306AB,KKSA,1260.0,31.487389,-100.449528,TX,US,SAN ANGELO,0.54,AM
BL-5189,KLDS,1260.0,27.236722,-98.173056,TX,US,FALFURRIAS,0.5,AM
BL-20121022ACK,KTAE,1260.0,30.605194,-97.417222,TX,US,ELGIN,1.0,AM
BL-20050802AGJ,WWVT,1260.0,37.15375,-80.507,VA,US,CHRISTIANSBURG,5.0,AM
0000222418,WCHV,1260.0,38.114889,-78.455083,VA,US,CHARLOTTESVILLE,0.8,AM
BL-14428,WLAK,1260.0,45.256917,-92.366861,WI,US,AMERY,5.0,AM
BL-19961120AD,WWIS,1260.0,44.319694,-90.892083,WI,US,BLACK RIVER FALLS,0.58,AM
BL-11247,WOCO,1260.0,44.891944,-87.955111,WI,US,OCONTO,1.0,AM
BL-5954,WEKZ,1260.0,42.594444,-89.592889,WI,US,MONROE,1.0,AM
0000249451,KPOW,1260.0,44.716639,-108.761472,WY,US,POWELL,5.0,AM
CA_311341,CFRN,1260.0,53.452,-113.682111,AB,CA,EDMONTON,50.0,AM
CA_311344,NEW,1260.0,49.149806,-123.812167,BC,CA,NANAIMO,10.0,AM
0000270277,CKHJ,1260.0,45.997778,-66.693611,CKHCA,CA,FREDERICTON,10.0,AM
CA_1824508,CKHJ,1260.0,45.997833,-66.693028,NB,CA,FREDERICTON,10.0,AM
CA_1679584,CKHJ,1260.0,45.997833,-66.693028,NB,CA,FREDERICTON,10.0,AM
MX_309870,XEYZ1,1260.0,21.884778,-102.332389,AG,MX,AGUASCALIENTES,1.5,AM
MX_309871,XEOG,1260.0,29.551583,-104.394917,CH,MX,OJINAGA,5.0,AM
MX_1756184,XETEOP,1260.0,16.539444,-92.473611,CH,MX,TEOPISCA,20.0,AM
MX_309872,XEWGR,1260.0,26.921111,-101.438139,CI,MX,MONCLOVA,1.0,AM
MX_493089,XEWGR1,1260.0,26.918056,-101.410083,CI,MX,MONCLOVA,1.0,AM
MX_493091,XEL1,1260.0,19.401111,-99.082222,DF,MX,MAGDALENA MIXHUCA,50.0,AM
MX_309873,XEL,1260.0,19.401111,-99.082222,DF,MX,MAGDALENA MIXHUCA,20.0,AM
MX_309876,XEZH,1260.0,20.571194,-101.200639,GT,MX,SALAMANCA,0.5,AM
MX_493093,XEZH1,1260.0,20.571194,-101.200639,GT,MX,SALAMANCA,1.0,AM
MX_309880,XEWI,1260.0,20.615056,-105.245167,JA,MX,PUERTO VALLARTA,1.0,AM
MX_309878,XEJY1,1260.0,19.767778,-104.248056,JA,MX,EL GRULLO,10.0,AM
MX_309882,XEQL1,1260.0,19.966944,-102.265278,MC,MX,ZAMORA,1.0,AM
MX_1740152,XEZAMO,1260.0,19.985556,-102.283056,MI,MX,ZAMORA DE HIDALGO,2.0,AM
MX_1105516,XEL,1260.0,19.360278,-98.992222,MX,MX,LOS REYES ACAQUILPAN,50.0,AM
MX_1132629,XER,1260.0,24.872583,-99.573333,NL,MX,LINARES,1.0,AM
MX_309884,XER,1260.0,24.872861,-99.556389,NL,MX,LINARES,1.0,AM
MX_309886,XEJAM,1260.0,16.257222,-97.783056,OA,MX,SANTIAGO JAMILTEPEC,5.0,AM
MX_1105436,XEJAM,1260.0,16.283333,-97.816667,OA,MX,SANTIAGO JAMILTEPEC,5.0,AM
MX_1098009,XEJAM,1260.0,16.283333,-97.816667,OA,MX,SANTIAGO JAMILTEPEC,10.0,AM
MX_1832427,XECSPN,1260.0,18.443611,-97.441944,PU,MX,COLONIA 18 DE MARZO,2.5,AM
MX_1829876,XECSPN,1260.0,19.444722,-97.425556,PU,MX,COLONIA 18 DE MARZO,0.3,AM
MX_1740148,XEZOQI,1260.0,18.336389,-97.018056,PU,MX,ZOQUITLAN,2.5,AM
MX_309887,XE,1260.0,21.104306,-87.486333,QR,MX,KANTUNIL KIN,1.0,AM
MX_1172496,XESA,1260.0,24.846639,-107.491472,SI,MX,LA HIGUERITA,5.0,AM
MX_309889,XESA,1260.0,24.822472,-107.477028,SI,MX,CULIACAN,5.0,AM
MX_1289432,XESA,1260.0,24.829139,-107.506194,SI,MX,LA HIGUERITA,5.0,AM
MX_1741499,XESALI,1260.0,22.629222,-101.708806,SL,MX,SALINAS DE HIDALGO,5.0,AM
MX_309895,XEXR,1260.0,21.973167,-99.003167,SL,MX,CD.VALLES,1.0,AM
MX_309898,XEMW,1260.0,32.460889,-114.817722,SO,MX,SAN LUIS RIO COLORAD,1.0,AM
MX_309901,XE,1260.0,23.720111,-98.222417,TA,MX,SOTO LA MARINA,1.0,AM
MX_309902,XENVA2,1260.0,25.750361,-97.800278,TA,MX,VALLE HERMOSO,0.5,AM
MX_1336793,XEMTV,1260.0,17.986389,-94.543333,VC,MX,MINATITLAN,5.0,AM
MX_309907,XE,1260.0,19.654167,-96.864167,VC,MX,NAOLINCO,1.0,AM
MX_309910,XETBV,1260.0,18.456389,-96.358889,VC,MX,TIERRA BLANCA,1.0,AM
MX_309904,XEMTV,1260.0,17.986389,-94.543333,VC,MX,MINATITLAN,1.0,AM
CU_310283,CMBM,1260.0,23.117111,-82.333083,-,CU,REGLA,10.0,AM
DO_310284,HIT,1260.0,18.483333,-69.866667,-,DO,S DOMINGO,1.0,AM
ES_310310,YSA,1260.0,13.733333,-89.233333,-,ES,SAN SALVADOR,3.0,AM
GT_310300,TGAV,1260.0,14.533333,-90.716667,-,GT,MONUMENTAL,1.0,AM
SC_310309,-,1260.0,17.316667,-62.7,-,SC,CONAREE,100.0,AM
AR_310241,LT14,1260.0,-31.733333,-60.533333,-,AR,PARANA,10.0,AM
BR_310256,ZYK-204,1260.0,-28.633333,-56.0,-,BR,SAO BORJA,1.0,AM
BR_310248,-,1260.0,-27.616667,-52.266667,-,BR,ERECHIM,1.0,AM
BR_310253,ZYH242,1260.0,-9.666667,-35.816667,-,BR,MACEIO,50.0,AM
BR_310251,ZYJ-670,1260.0,-10.783333,-65.316667,-,BR,GUAJARA MIRI,5.0,AM
BR_310243,-,1260.0,-4.233333,-44.783333,-,BR,BACABAL,1.0,AM
BR_310252,ZYH-596,1260.0,-5.133333,-38.083333,-,BR,LIMOEIRO NOR,5.0,AM
BR_310258,-,1260.0,-26.968889,-53.639444,-,BR,TUNAPOLIS,1.0,AM
BR_310254,ZYK688,1260.0,-23.533333,-46.616667,-,BR,S PAULO,100.0,AM
BR_310246,ZYK-327,1260.0,-30.033333,-52.883333,-,BR,CACHOEIRA SU,5.0,AM
BR_310245,ZYJ-740,1260.0,-26.916667,-49.066667,-,BR,BLUMENAU,5.0,AM
CI_310259,CA 126,1260.0,-18.466667,-70.3,-,CI,ARICA,10.0,AM
CI_310263,CD-126,1260.0,-53.166667,-70.883333,-,CI,PUNTA ARENAS,10.0,AM
CI_310261,CC 126,1260.0,-34.983333,-71.383333,-,CI,CURICO,5.0,AM
CO_310273,HJOU,1260.0,-4.116667,-69.966667,-,CO,LETICIA,2.0,AM
CO_310274,HJDA,1260.0,6.3,-75.55,-,CO,MEDELLIN,5.0,AM
CO_310280,HJLX,1260.0,4.133333,-73.666667,-,CO,VILLAVICENCI,1.0,AM
CO_310278,HJHU,1260.0,12.566667,-81.7,-,CO,S ANDRES,1.0,AM
CO_310279,HJMI,1260.0,10.666667,-73.266667,-,CO,VALLEDUPAR,5.0,AM
CO_310270,HJNO,1260.0,5.816667,-73.083333,-,CO,DUITAMA,1.0,AM
CO_310268,HJET,1260.0,3.466667,-76.55,-,CO,CALI 11,1.0,AM
CO_310276,HJTM,1260.0,8.233333,-73.383333,-,CO,OCANA,5.0,AM
CO_310271,HJDV,1260.0,4.416667,-75.2,-,CO,IBAGUE,1.0,AM
EC_310293,HCMO1,1260.0,-0.183333,-78.5,-,EC,QUITO,10.0,AM
EC_310296,HCWN1,1260.0,-0.25,-79.15,-,EC,S DOMINGO,1.5,AM
EC_310288,HCRO6,1260.0,-1.224444,-78.633611,-,EC,CALIDAD,1.0,AM
EC_310298,HCEM1,1260.0,0.8,-77.716667,-,EC,TULCAN,2.0,AM
EC_310291,HCEV5,1260.0,-2.85,-79.0,-,EC,CUENCA,3.0,AM
EC_310286,HCRB3,1260.0,-3.455833,-79.957778,-,EC,BENEMERITA,1.0,AM
EC_310290,HCVI5,1260.0,-0.566667,-78.916667,-,EC,CANAR,5.0,AM
PA_310307,ZP73,1260.0,-25.75,-56.433333,-,PA,CULTURA VILL,3.0,AM
PE_310308,OBX6D,1260.0,-16.483333,-72.6,-,PE,RADIO MUNDIA,0.5,AM
UY_310312,CW37,1260.0,-34.5,-54.333333,-,UY,ROCHA,20.0,AM
VE_310322,YVRM,1260.0,10.55,-66.916667,-,VE,CARACAS,10.0,AM
VE_310325,YVRY,1260.0,10.166667,-68.5,-,VE,NIRGUA,10.0,AM
NI_310305,YNABC,1260.0,12.116667,-86.283333,-,NI,R GUEGUENSE,3.0,AM
HN_310302,HRYF 2,1260.0,13.5,-86.833333,-,HN,S MARCOS COL,1.0,AM
CR_310281,TIRE,1260.0,8.816667,-82.966667,-,CR,PUNTARENAS,6.0,AM
BL-19900222AD,WCCR,1260.0,41.286167,-81.642611,OH,US,CLEVELAND,5.0,AM
MX_493090,XEWGR1,1260.0,26.918056,-101.410083,CI,MX,MONCLOVA,0.25,AM
MX_493092,XEL1,1260.0,19.401111,-99.082222,DF,MX,MAGDALENA MIXHUCA,10.0,AM
MX_1337524,XER,1260.0,24.872583,-99.573333,NL,MX,LINARES,0.65,AM
MX_1166502,XEJAM,1260.0,16.283333,-97.816667,OA,MX,SANTIAGO JAMILTEPEC,5.0,AM
MX_1278682,XESA,1260.0,24.846639,-107.491472,SI,MX,LA HIGUERITA,0.4,AM
MX_1337572,XETBV,1260.0,18.439444,-96.343889,VC,MX,TIERRA BLANCA,0.009,AM
BL-19800225AI,KNDI,1270.0,21.323889,-157.879722,HI,US,HONOLULU,5.0,AM
MX_563804,XECAL,1270.0,32.538944,-117.045306,BN,MX,TIJUANA,0.5,AM
BL-6368,WGSV,1270.0,34.308694,-86.295528,AL,US,GUNTERSVILLE,1.0,AM
BML-20161101ABR,WIJD,1270.0,30.746028,-88.094167,AL,US,PRICHARD,5.0,AM
0000257781,KDJI,1270.0,34.905833,-110.190833,AZ,US,HOLBROOK,5.0,AM
BL-20110408ADS,KDJI,1270.0,34.905861,-110.190944,AZ,US,HOLBROOK,5.0,AM
BL-19990506DC,KVMI,1270.0,36.168278,-119.254278,CA,US,TULARE,5.0,AM
BL-11361,KXBX,1270.0,39.013778,-122.895278,CA,US,LAKEPORT,0.5,AM
BL-19900427AH,KFSQ,1270.0,33.851139,-116.394167,CA,US,THOUSAND PALMS,5.0,AM
BL-20090527AHT,WIWA,1270.0,28.567778,-81.427028,FL,US,EATONVILLE,25.0,AM
BL-20101028ACS,WTLY,1270.0,30.429083,-84.3285,FL,US,TALLAHASSEE,5.0,AM
BL-20200701ACA,WJJC,1270.0,34.215944,-83.435722,GA,US,COMMERCE,1.0,AM
BL-20171211AFS,WBOJ,1270.0,32.465139,-85.022722,GA,US,COLUMBUS,5.0,AM
BL-20180403ABH,KTFI,1270.0,42.54325,-114.471417,ID,US,TWIN FALLS,5.0,AM
BML-20201014ABH,WWCA,1270.0,41.527806,-87.376694,IN,US,GARY,1.0,AM
0000249659,WCMR,1270.0,41.6205,-85.961111,IN,US,ELKHART,0.4,AM
BL-6088,WXGO,1270.0,38.741167,-85.361333,IN,US,MADISON,1.0,AM
BL-20020305ABH,WCMR,1270.0,41.621167,-85.961111,IN,US,ELKHART,5.0,AM
BL-20040210AAY,KSCB,1270.0,37.059472,-100.901833,KS,US,LIBERAL,5.0,AM
BL-20060508ACN,WAIN,1270.0,37.107278,-85.278306,KY,US,COLUMBIA,1.0,AM
0000270263,WACM,1270.0,42.101833,-72.622472,MA,US,SPRINGFIELD,1.0,AM
BL-11252,WCBC,1270.0,39.674528,-78.77975,MD,US,CUMBERLAND,5.0,AM
BL-20030401CJP,WXYT,1270.0,42.027556,-83.344944,MI,US,DETROIT,50.0,AM
BL-20060308AMI,WMKT,1270.0,45.272778,-85.252278,MI,US,CHARLEVOIX,27.0,AM
BL-19830110AE,KFAN,1270.0,43.979694,-92.447667,MN,US,ROCHESTER,5.0,AM
0000284630,WWWI,1270.0,46.298611,-94.278333,MN,US,BAXTER,5.0,AM
BL-19780828AK,KIIK,1270.0,37.828361,-92.174333,MO,US,WAYNESVILLE,0.5,AM
BL-5984,KYSJ,1270.0,39.744167,-94.788028,MO,US,ST. JOSEPH,1.0,AM
BL-4143,WMPM,1270.0,35.526,-78.333333,NC,US,SMITHFIELD,5.0,AM
BL-20040324AGN,WCGC,1270.0,35.251528,-81.057028,NC,US,BELMONT,10.0,AM
BL-9793,KLXX,1270.0,46.810278,-100.836528,ND,US,BISMARCK-MANDAN,1.0,AM
BL-6294,WTSN,1270.0,43.183694,-70.853389,NH,US,DOVER,5.0,AM
BL-19940118AB,WMIZ,1270.0,39.498167,-75.074889,NJ,US,VINELAND,0.36,AM
BL-6669,KINN,1270.0,32.887028,-105.951667,NM,US,ALAMOGORDO,1.0,AM
BMML-20210218AAG,KZTQ,1270.0,39.533806,-119.663806,NV,US,SPARKS,10.0,AM
BL-14358,WDLA,1270.0,42.136194,-75.079611,NY,US,WALTON,5.0,AM
BL-20010702ADF,WUSW,1270.0,42.744778,-78.886694,NY,US,NIAGARA FALLS,5.0,AM
BL-20150623ABR,WILE,1270.0,40.039528,-81.6465,OH,US,CAMBRIDGE,0.83,AM
BL-19840518AA,WDLR,1270.0,40.246167,-83.330472,OH,US,MARYSVILLE,0.5,AM
BL-20080326AJV,KRXO,1270.0,36.265361,-95.710528,OK,US,CLAREMORE,5.0,AM
BL-20040317AEZ,KAJO,1270.0,42.437611,-123.358667,OR,US,GRANTS PASS,10.0,AM
BL-13279,WLBR,1270.0,40.359806,-76.458028,PA,US,LEBANON,5.0,AM
BML-20221227AAC,WHGS,1270.0,32.844056,-81.125389,SC,US,HAMPTON,10.0,AM
BMML-20160202ACM,KNWC,1270.0,43.28525,-96.765056,SD,US,SIOUX FALLS,5.0,AM
BL-12258,WLIK,1270.0,35.963694,-83.2085,TN,US,NEWPORT,5.0,AM
BL-20120629ADX,WQKR,1270.0,36.611167,-86.581111,TN,US,PORTLAND,1.0,AM
BL-20140515AGX,KFLC,1270.0,32.726806,-97.191944,TX,US,BENBROOK,50.0,AM
BL-20011130AGD,WPMH,1270.0,37.03125,-76.366333,VA,US,NEWPORT NEWS,1.5,AM
BL-19801119AM,WHEO,1270.0,36.62375,-80.263667,VA,US,STUART,5.0,AM
BL-19990714DD,KEDO,1270.0,46.182889,-122.959278,WA,US,LONGVIEW,5.0,AM
BL-9006,WRJC,1270.0,43.831083,-90.080972,WI,US,MAUSTON,0.5,AM
CA_1154800,NEW,1270.0,49.958944,-110.607167,AB,CA,MEDICINE HAT,10.0,AM
CA_580824,CHAT,1270.0,49.956444,-110.607167,AB,CA,MEDICINE HAT,10.0,AM
CA_311536,CHAT,1270.0,49.976444,-110.613278,AB,CA,MEDICINE HAT,10.0,AM
CA_653627,CBRU,1270.0,49.698444,-123.144361,BC,CA,SQUAMISH,0.4,AM
CA_1225717,CBRU,1270.0,49.698444,-123.144361,BC,CA,SQUAMISH,0.4,AM
CA_1592731,CBRU,1270.0,49.698167,-123.14575,BC,CA,SQUAMISH,0.4,AM
CA_311539,CJCB,1270.0,46.180611,-60.190889,NS,CA,SYDNEY,10.0,AM
CA_1802438,CJCB,1270.0,46.18,-60.1925,NS,CA,SYDNEY,10.0,AM
CA_311541,CJTN,1270.0,44.044778,-77.579444,ON,CA,TRENTON,1.0,AM
CA_1592688,CFGT,1270.0,48.529444,-71.607667,QC,CA,ALMA,10.0,AM
CA_311542,CFGT,1270.0,48.529444,-71.608222,QC,CA,ALMA,10.0,AM
MX_1826644,XECCSDD,1270.0,24.461944,-105.170861,-,MX,SAN DIEGO DE ALCALA,5.0,AM
MX_309913,XEAZ,1270.0,32.538944,-117.045306,BN,MX,TIJUANA,0.5,AM
MX_1132770,XEAZ,1270.0,32.538944,-117.048639,BN,MX,TIJUANA,0.5,AM
MX_410487,XEAZ1,1270.0,32.538944,-117.045306,BN,MX,TIJUANA,1.0,AM
MX_1682133,XEJUA2,1270.0,31.739556,-106.487472,CH,MX,CIUDAD JUAREZ,5.0,AM
MX_309915,XEOH,1270.0,27.672167,-105.178222,CH,MX,CD.CAMARGO,1.0,AM
MX_1420317,XEWN,1270.0,25.554444,-103.454778,CO,MX,TORREON,10.0,AM
MX_309917,XEHD,1270.0,24.014194,-104.688889,DU,MX,DURANGO,0.5,AM
MX_309919,XEWN,1270.0,25.551111,-103.501444,DU,MX,GOMEZ PALACIO,0.5,AM
MX_1244319,XEHD,1270.0,23.958639,-104.576667,DU,MX,LA PURISIMA,1.5,AM
MX_309921,XE,1270.0,18.368333,-99.875278,GR,MX,TELOLOAPAN,2.0,AM
MX_1832599,XECCTT,1270.0,18.286944,-99.466667,GR,MX,TEPECOACUILCO,10.0,AM
MX_309924,XERPL,1270.0,21.076194,-101.684278,GT,MX,LEON,10.0,AM
0000252346,XECCHA,1270.0,20.393389,-99.081583,HD,MX,YOLOTEPEC,3.0,AM
MX_1132755,XEQH,1270.0,20.509833,-99.208361,HG,MX,IXMIQUILPAN,3.0,AM
MX_309928,XEQH,1270.0,20.509833,-99.208361,HG,MX,IXMIQUILPAN,1.0,AM
MX_309931,XE,1270.0,19.656111,-103.211944,JA,MX,TAMAZULA DE GORDIANO,1.0,AM
MX_309937,XE0002,1270.0,19.432778,-100.356111,MC,MX,ZITACUARO,1.0,AM
0000258844,XECSPO,1270.0,20.34145,-102.022553,MC,MX,LA PIEDAD DE CABADAS,10.0,AM
MX_309934,XEZU,1270.0,19.813889,-101.798056,MC,MX,ZACAPU,1.0,AM
MX_1785574,XEZINAM,1270.0,19.858611,-100.827222,MC,MX,ZINAPECUARO DE FIGER,2.0,AM
0000261757,XECSLM,1270.0,20.34145,-102.022553,MC,MX,LA PIEDAD DE CABADAS,10.0,AM
MX_1722275,XEAPAB,1270.0,19.088611,-102.350833,MI,MX,APATZINGAN,10.0,AM
MX_309938,XEAX,1270.0,17.076667,-96.701944,OA,MX,OAXACA,5.0,AM
0000256146,XECPMA,1270.0,17.092094,-95.854572,OA,MX,SANTA MARIA ALOTEPEC,5.0,AM
MX_1756186,XEHUAJ,1270.0,17.803889,-97.775833,OA,MX,HUAJUAPAN DE LEON,20.0,AM
MX_309941,XEMX,1270.0,23.198889,-106.4225,SI,MX,MAZATLAN,3.0,AM
MX_1775849,XEGL,1270.0,27.063806,-109.479389,SO,MX,NAVOJOA,1.0,AM
MX_309950,XEMW,1270.0,32.460889,-114.817722,SO,MX,SAN LUIS RIO COLORAD,1.0,AM
MX_1825015,XECCSI,1270.0,30.778167,-110.857028,SO,MX,IMURIS,10.0,AM
MX_309946,XENY,1270.0,31.330667,-110.94925,SO,MX,NOGALES,1.0,AM
MX_309943,XEGL,1270.0,27.081306,-109.454667,SO,MX,NAVOJOA,1.0,AM
0000248944,XECPVT,1270.0,23.731053,-99.15125,TA,MX,CIUDAD VICTORIA,10.0,AM
MX_410547,XERRT1,1270.0,22.254556,-97.850083,TA,MX,CD.MADERO,2.0,AM
MX_309953,XERRT,1270.0,22.254556,-97.850083,TA,MX,CD.MADERO,0.25,AM
MX_309959,XEVHT,1270.0,17.978056,-92.984167,TB,MX,VILLAHERMOSA,1.0,AM
0000248940,XECPOT,1270.0,17.380783,-92.750003,TB,MX,OXOLOTAN,10.0,AM
MX_1172835,XEVHT,1270.0,17.978056,-92.984167,TB,MX,MIGUEL HIDALGO PRIME,2.5,AM
MX_410555,XERRR1,1270.0,20.512611,-97.388861,VC,MX,PAPANTLA,1.0,AM
MX_309961,XERRR,1270.0,20.512611,-97.388861,VC,MX,PAPANTLA,1.0,AM
MX_1791369,XERRR,1270.0,20.448167,-97.317472,VC,MX,PAPANTLA DE OLARTE,1.0,AM
MX_309963,XEYW,1270.0,20.870389,-89.744444,YC,MX,UMAN,2.5,AM
CU_310419,CMNR,1270.0,20.383806,-76.615972,-,CU,BAYAMO,1.0,AM
CU_310424,CMGR,1270.0,21.933806,-79.449556,-,CU,S SPIRITUS,1.0,AM
CU_310427,CMDO,1270.0,22.600472,-81.216361,-,CU,TORRIENTE,1.0,AM
DO_310431,HITA,1270.0,18.266667,-70.333333,-,DO,BANI,1.0,AM
DO_310434,HISD,1270.0,19.483333,-70.733333,-,DO,SANTIAGO 12,10.0,AM
ES_310470,YSQZ,1270.0,13.483333,-88.183333,-,ES,SAN MIGUEL,0.5,AM
GT_310448,TGCQ,1270.0,14.633333,-90.6,-,GT,EXCLUSIVA,1.0,AM
NA_310327,PJA 8,1270.0,12.466667,-69.95,-,NA,R ANTILLIANA,5.0,AM
NA_310328,P4A8,1270.0,12.3,-69.95,-,NA,RADIO ANTILL,5.0,AM
PM_310457,HOJ 22,1270.0,7.952778,-80.424444,-,PM,RADIO ALEGRE,1.0,AM
AR_310333,LS11,1270.0,-34.916667,-57.95,-,AR,R P D BS AIR,25.0,AM
AR_310331,LRA20,1270.0,-24.716667,-60.6,-,AR,LAS LOMITAS,25.0,AM
BL_310394,CP 134,1270.0,-17.4,-67.133333,-,BL,COLQUIRI,1.0,AM
BL_310396,CP 187,1270.0,-17.416667,-63.05,-,BL,MINEROS,0.3,AM
BR_310369,ZYJ-593,1270.0,-5.8,-35.2,-,BR,NATAL,10.0,AM
BR_310335,ZYI-530,1270.0,-1.466667,-48.483333,-,BR,BELEM,10.0,AM
BR_310356,-,1270.0,-19.483333,-42.533333,-,BR,IPATINGA,5.0,AM
BR_310391,ZYH282,1270.0,-3.366667,-64.7,-,BR,TEFE,2.5,AM
BR_310364,ZYJ222,1270.0,-23.5,-51.666667,-,BR,MANDAGUARI,5.0,AM
BR_310371,-,1270.0,-9.4,-40.5,-,BR,PETROLINA,10.0,AM
BR_310392,ZYK-678,1270.0,-22.966667,-47.016667,-,BR,VALINHOS,5.0,AM
BR_310342,-,1270.0,-3.95,-40.483333,-,BR,CARIRE,5.0,AM
BR_310348,ZYL-227,1270.0,-20.65,-43.8,-,BR,CONS LAFAIET,5.0,AM
BR_310359,ZYJ-765,1270.0,-27.166667,-51.483333,-,BR,JOACABA,5.0,AM
BR_310352,ZYK258,1270.0,-27.616667,-54.333333,-,BR,HORIZONTINA,5.0,AM
BR_310378,ZYK-301,1270.0,-31.333333,-51.983333,-,BR,S LOURENCO S,1.0,AM
BR_310382,ZYL300,1270.0,-22.116667,-45.05,-,BR,SAO LOURENCO,2.5,AM
BR_310345,ZYJ289,1270.0,-24.95,-53.45,-,BR,CASCAVEL,5.0,AM
BR_310375,ZYK640,1270.0,-21.183333,-47.783333,-,BR,RIBEIRAO PRE,2.0,AM
BR_310390,-,1270.0,-7.683333,-36.883333,-,BR,SUME,5.0,AM
BR_310340,ZYJ-474,1270.0,-21.75,-41.333333,-,BR,CAMPOS,10.0,AM
BR_310366,ZYH206,1270.0,-29.683333,-51.466667,-,BR,MONTENEGRO,1.0,AM
BR_310362,ZYJ-768,1270.0,-28.466667,-48.783333,-,BR,LAGUNA,1.0,AM
